T, M, MD, MT
522.1, 6.960999, 7.027923, 7.302852
522.2, 6.960994, 7.029352, 7.302667
522.3, 6.961124, 7.026394, 7.303211
522.4, 6.960002, 7.028847, 7.301303
522.5, 6.95849, 7.024985, 7.302402
522.6, 6.960798, 7.026234, 7.301043
522.7, 6.959832, 7.026559, 7.302517
522.8, 6.960388, 7.02468, 7.302272
522.9, 6.962566, 7.026219, 7.302427
523, 6.962851, 7.022636, 7.302497
523.1, 6.962861, 7.026369, 7.301552
523.2, 6.958776, 7.025224, 7.302122
523.3, 6.964148, 7.025125, 7.302817
523.4, 6.96582, 7.026314, 7.302282
523.5, 6.964489, 7.025789, 7.301013
523.6, 6.959747, 7.028033, 7.303226
523.7, 6.963642, 7.026624, 7.300713
523.8, 6.958415, 7.028782, 7.304491
523.9, 6.962115, 7.028517, 7.301767
524, 6.958015, 7.026249, 7.301163
524.1, 6.960308, 7.023695, 7.301792
524.2, 6.95844, 7.024925, 7.301078
524.3, 6.959376, 7.029122, 7.302692
524.4, 6.963542, 7.027718, 7.301173
524.5, 6.962245, 7.025169, 7.300983
524.6, 6.959797, 7.027883, 7.302597
524.7, 6.959296, 7.028562, 7.299674
524.8, 6.961184, 7.022816, 7.300888
524.9, 6.960248, 7.025479, 7.302992
525, 6.961419, 7.020997, 7.299599
525.1, 6.956943, 7.024365, 7.302657
525.2, 6.958485, 7.027338, 7.302077
525.3, 6.959166, 7.022696, 7.300323
525.4, 6.962175, 7.021961, 7.303606
525.5, 6.958931, 7.022916, 7.300943
525.6, 6.961089, 7.022296, 7.302392
525.7, 6.961334, 7.022171, 7.301827
525.8, 6.961294, 7.02409, 7.300223
525.9, 6.961154, 7.022856, 7.300528
526, 6.960954, 7.020487, 7.302077
526.1, 6.956562, 7.021911, 7.302527
526.2, 6.961064, 7.022561, 7.300028
526.3, 6.957579, 7.019848, 7.303067
526.4, 6.956422, 7.023281, 7.302432
526.5, 6.957859, 7.023216, 7.300733
526.6, 6.961149, 7.02406, 7.301972
526.7, 6.961224, 7.024775, 7.300708
526.8, 6.959111, 7.023056, 7.303067
526.9, 6.958365, 7.020487, 7.302102
527, 6.960533, 7.021946, 7.303971
527.1, 6.959386, 7.018753, 7.300028
527.2, 6.95804, 7.023316, 7.302772
527.3, 6.962526, 7.021836, 7.303057
527.4, 6.960924, 7.021762, 7.302222
527.5, 6.959757, 7.020937, 7.301318
527.6, 6.960263, 7.021921, 7.303047
527.7, 6.960358, 7.019838, 7.303166
527.8, 6.96229, 7.020282, 7.302327
527.9, 6.962771, 7.02376, 7.300093
528, 6.960253, 7.022086, 7.303471
528.1, 6.960193, 7.020123, 7.297905
528.2, 6.960348, 7.023046, 7.301058
528.3, 6.959236, 7.023106, 7.299709
528.4, 6.959802, 7.022151, 7.303311
528.5, 6.965956, 7.023301, 7.302732
528.6, 6.960007, 7.021282, 7.302962
528.7, 6.961254, 7.02348, 7.301043
528.8, 6.96203, 7.022201, 7.301932
528.9, 6.960663, 7.022126, 7.301812
529, 6.960813, 7.022936, 7.301028
529.1, 6.95819, 7.025234, 7.301083
529.2, 6.957814, 7.022731, 7.303871
529.3, 6.958085, 7.022536, 7.299329
529.4, 6.959196, 7.020342, 7.300453
529.5, 6.961775, 7.024415, 7.297235
529.6, 6.961464, 7.022171, 7.302512
529.7, 6.961039, 7.020392, 7.29755
529.8, 6.958746, 7.020662, 7.303057
529.9, 6.961284, 7.019733, 7.29726
530, 6.960924, 7.022311, 7.301892
530.1, 6.963452, 7.023635, 7.302737
530.2, 6.963317, 7.022646, 7.299589
530.3, 6.959877, 7.021062, 7.296411
530.4, 6.96198, 7.023965, 7.298344
530.5, 6.962701, 7.020832, 7.298489
530.6, 6.960208, 7.023126, 7.297585
530.7, 6.958615, 7.019953, 7.29739
530.8, 6.960027, 7.020672, 7.297085
530.9, 6.958095, 7.02377, 7.296271
531, 6.963107, 7.024565, 7.295661
531.1, 6.958866, 7.021727, 7.29815
531.2, 6.960803, 7.020342, 7.296605
531.3, 6.961344, 7.023281, 7.29672
531.4, 6.961795, 7.021362, 7.29665
531.5, 6.961439, 7.022036, 7.295306
531.6, 6.95809, 7.019908, 7.296446
531.7, 6.957419, 7.021302, 7.298239
531.8, 6.959862, 7.022041, 7.295576
531.9, 6.962951, 7.022606, 7.295766
532, 6.960343, 7.022626, 7.294777
532.1, 6.957894, 7.021707, 7.296595
532.2, 6.961304, 7.02398, 7.298849
532.3, 6.958685, 7.022151, 7.296191
532.4, 6.961825, 7.024485, 7.296456
532.5, 6.957579, 7.019453, 7.297185
532.6, 6.959226, 7.0237, 7.29653
532.7, 6.959051, 7.025264, 7.297955
532.8, 6.963612, 7.020862, 7.299429
532.9, 6.958926, 7.025219, 7.299109
533, 6.961504, 7.02359, 7.296036
533.1, 6.960703, 7.020192, 7.297725
533.2, 6.959717, 7.022351, 7.296116
533.3, 6.959997, 7.022106, 7.295941
533.4, 6.958675, 7.024005, 7.296705
533.5, 6.962506, 7.024615, 7.29744
533.6, 6.961034, 7.021762, 7.29783
533.7, 6.958225, 7.020907, 7.296795
533.8, 6.961775, 7.020852, 7.296705
533.9, 6.960608, 7.022051, 7.295371
534, 6.959852, 7.021052, 7.295986
534.1, 6.960478, 7.020707, 7.29756
534.2, 6.959922, 7.02391, 7.297705
534.3, 6.960728, 7.020143, 7.296461
534.4, 6.960303, 7.023081, 7.2978
534.5, 6.961404, 7.023451, 7.298444
534.6, 6.957754, 7.02458, 7.298135
534.7, 6.96183, 7.022286, 7.296126
534.8, 6.961329, 7.022291, 7.29708
534.9, 6.963462, 7.024255, 7.296181
535, 6.95468, 7.022371, 7.297955
535.1, 6.962255, 7.021137, 7.29734
535.2, 6.958355, 7.020267, 7.2969
535.3, 6.961544, 7.020028, 7.295746
535.4, 6.957824, 7.022141, 7.29729
535.5, 6.95827, 7.019713, 7.294557
535.6, 6.954995, 7.021097, 7.295431
535.7, 6.959842, 7.020128, 7.29717
535.8, 6.957554, 7.020767, 7.29672
535.9, 6.962386, 7.022016, 7.294547
536, 6.960193, 7.023421, 7.298769
536.1, 6.955516, 7.022111, 7.295456
536.2, 6.958415, 7.020222, 7.298389
536.3, 6.955441, 7.020367, 7.296096
536.4, 6.955816, 7.02473, 7.297385
536.5, 6.957724, 7.021292, 7.29792
536.6, 6.957148, 7.021097, 7.296046
536.7, 6.957664, 7.022746, 7.296366
536.8, 6.956863, 7.023396, 7.295781
536.9, 6.954645, 7.022461, 7.29792
537, 6.955351, 7.019173, 7.297385
537.1, 6.955596, 7.019988, 7.296785
537.2, 6.954935, 7.022926, 7.298499
537.3, 6.955596, 7.023351, 7.297435
537.4, 6.953078, 7.023196, 7.295766
537.5, 6.955616, 7.025944, 7.296196
537.6, 6.954154, 7.024055, 7.29737
537.7, 6.959567, 7.022241, 7.295666
537.8, 6.955105, 7.020003, 7.297025
537.9, 6.954229, 7.020322, 7.299898
538, 6.956583, 7.021971, 7.298289
538.1, 6.95483, 7.020722, 7.295201
538.2, 6.954775, 7.023875, 7.297415
538.3, 6.953548, 7.021712, 7.29724
538.4, 6.956547, 7.020812, 7.298045
538.5, 6.953198, 7.021552, 7.296925
538.6, 6.95455, 7.022431, 7.297955
538.7, 6.957509, 7.020642, 7.298559
538.8, 6.956347, 7.019598, 7.294861
538.9, 6.955621, 7.022551, 7.296535
539, 6.951065, 7.020687, 7.295576
539.1, 6.958766, 7.022271, 7.29753
539.2, 6.955055, 7.020048, 7.298169
539.3, 6.955506, 7.02366, 7.295571
539.4, 6.955125, 7.026624, 7.297395
539.5, 6.955982, 7.021242, 7.29683
539.6, 6.956352, 7.021702, 7.298469
539.7, 6.955616, 7.022516, 7.297745
539.8, 6.950474, 7.023276, 7.29789
539.9, 6.955786, 7.022331, 7.298979
540, 6.956357, 7.021976, 7.296256
540.1, 6.956222, 7.02447, 7.297835
540.2, 6.954715, 7.021802, 7.298229
540.3, 6.952001, 7.025139, 7.295096
540.4, 6.955331, 7.023011, 7.297265
540.5, 6.958725, 7.022701, 7.2969
540.6, 6.957053, 7.021966, 7.298874
540.7, 6.956377, 7.022956, 7.295726
540.8, 6.956217, 7.020692, 7.296381
540.9, 6.955135, 7.021277, 7.29776
541, 6.959832, 7.022186, 7.295046
541.1, 6.953518, 7.022466, 7.297345
541.2, 6.957263, 7.022191, 7.296251
541.3, 6.955211, 7.022631, 7.297135
541.4, 6.955171, 7.022726, 7.297195
541.5, 6.952787, 7.017659, 7.297685
541.6, 6.95824, 7.019818, 7.293247
541.7, 6.954279, 7.02384, 7.296186
541.8, 6.956578, 7.022496, 7.296196
541.9, 6.956608, 7.019863, 7.296341
542, 6.95476, 7.022936, 7.29809
542.1, 6.955281, 7.021412, 7.297265
542.2, 6.95506, 7.01568, 7.29663
542.3, 6.953904, 7.021147, 7.29739
542.4, 6.95463, 7.018703, 7.298085
542.5, 6.955631, 7.016035, 7.298179
542.6, 6.954289, 7.020492, 7.294527
542.7, 6.956162, 7.019048, 7.298399
542.8, 6.953769, 7.020567, 7.297395
542.9, 6.955186, 7.01543, 7.296041
543, 6.955221, 7.016904, 7.299099
543.1, 6.95151, 7.018693, 7.298569
543.2, 6.956628, 7.015405, 7.29703
543.3, 6.954159, 7.016765, 7.29732
543.4, 6.956913, 7.017039, 7.299799
543.5, 6.956377, 7.018029, 7.298794
543.6, 6.953373, 7.016195, 7.296031
543.7, 6.956998, 7.015705, 7.296396
543.8, 6.953794, 7.016305, 7.297215
543.9, 6.957048, 7.015345, 7.29802
544, 6.954209, 7.01593, 7.295386
544.1, 6.953648, 7.015825, 7.294202
544.2, 6.95809, 7.018384, 7.297455
544.3, 6.957369, 7.01648, 7.295991
544.4, 6.953123, 7.01562, 7.296431
544.5, 6.954665, 7.017589, 7.295996
544.6, 6.953308, 7.017919, 7.29674
544.7, 6.957324, 7.017184, 7.297085
544.8, 6.954575, 7.01574, 7.299499
544.9, 6.957083, 7.014406, 7.296276
545, 6.953348, 7.013382, 7.29792
545.1, 6.954349, 7.01672, 7.295631
545.2, 6.957564, 7.01653, 7.295861
545.3, 6.956923, 7.016795, 7.295521
545.4, 6.955161, 7.018254, 7.297235
545.5, 6.955836, 7.015725, 7.296925
545.6, 6.954054, 7.018054, 7.296635
545.7, 6.95498, 7.018099, 7.2967
545.8, 6.955211, 7.019238, 7.29745
545.9, 6.955741, 7.018319, 7.298145
546, 6.955321, 7.018489, 7.295716
546.1, 6.957374, 7.017204, 7.296396
546.2, 6.955411, 7.01527, 7.29725
546.3, 6.956773, 7.018399, 7.297605
546.4, 6.953078, 7.018279, 7.296221
546.5, 6.956658, 7.019348, 7.29694
546.6, 6.952011, 7.016575, 7.295751
546.7, 6.954269, 7.015775, 7.295191
546.8, 6.952457, 7.015415, 7.296251
546.9, 6.956843, 7.016035, 7.29799
547, 6.955196, 7.018014, 7.296765
547.1, 6.956718, 7.014031, 7.296785
547.2, 6.953598, 7.015315, 7.297135
547.3, 6.956978, 7.01529, 7.29689
547.4, 6.95492, 7.015905, 7.297565
547.5, 6.956177, 7.017334, 7.296885
547.6, 6.956417, 7.016065, 7.29709
547.7, 6.957619, 7.017034, 7.297405
547.8, 6.955741, 7.018753, 7.297625
547.9, 6.956958, 7.018758, 7.298334
548, 6.953553, 7.01622, 7.29713
548.1, 6.955075, 7.014811, 7.296855
548.2, 6.956708, 7.017899, 7.296471
548.3, 6.953734, 7.018129, 7.295316
548.4, 6.953914, 7.013596, 7.296331
548.5, 6.955746, 7.014931, 7.297585
548.6, 6.952887, 7.017674, 7.29655
548.7, 6.955892, 7.019128, 7.298564
548.8, 6.951731, 7.018648, 7.297085
548.9, 6.956567, 7.017199, 7.295161
549, 6.959096, 7.018309, 7.298764
549.1, 6.955135, 7.020153, 7.298749
549.2, 6.954249, 7.015965, 7.295921
549.3, 6.956688, 7.015016, 7.295441
549.4, 6.953944, 7.018978, 7.295051
549.5, 6.956317, 7.016715, 7.29704
549.6, 6.954935, 7.017754, 7.301118
549.7, 6.95495, 7.016145, 7.297775
549.8, 6.955541, 7.018219, 7.295201
549.9, 6.955982, 7.016355, 7.296356
550, 6.952226, 7.017564, 7.294866
550.1, 6.952051, 7.017979, 7.29728
550.2, 6.952407, 7.017794, 7.299848
550.3, 6.955816, 7.019593, 7.29656
550.4, 6.951315, 7.015985, 7.296036
550.5, 6.953103, 7.017889, 7.299354
550.6, 6.956102, 7.017269, 7.29737
550.7, 6.95445, 7.017074, 7.29686
550.8, 6.953173, 7.01612, 7.295301
550.9, 6.955696, 7.019813, 7.297285
551, 6.955741, 7.015141, 7.296116
551.1, 6.954144, 7.018169, 7.297405
551.2, 6.956032, 7.01584, 7.29679
551.3, 6.952932, 7.018389, 7.295236
551.4, 6.953628, 7.015685, 7.294707
551.5, 6.950764, 7.01647, 7.294901
551.6, 6.955882, 7.016795, 7.298404
551.7, 6.955436, 7.018254, 7.29671
551.8, 6.956137, 7.016, 7.295651
551.9, 6.953058, 7.017189, 7.296386
552, 6.95451, 7.01684, 7.299574
552.1, 6.954675, 7.017204, 7.296965
552.2, 6.955731, 7.015245, 7.297975
552.3, 6.955201, 7.017699, 7.298489
552.4, 6.953999, 7.016395, 7.295876
552.5, 6.955501, 7.018858, 7.296595
552.6, 6.956077, 7.018109, 7.29734
552.7, 6.952767, 7.017249, 7.296635
552.8, 6.954455, 7.01667, 7.294896
552.9, 6.953443, 7.017859, 7.29653
553, 6.952752, 7.014366, 7.2973
553.1, 6.955872, 7.01562, 7.297115
553.2, 6.956492, 7.01662, 7.29653
553.3, 6.95496, 7.017484, 7.29736
553.4, 6.953238, 7.018034, 7.297
553.5, 6.955506, 7.016285, 7.296126
553.6, 6.958811, 7.015745, 7.297675
553.7, 6.95494, 7.019873, 7.29711
553.8, 6.954289, 7.017979, 7.299124
553.9, 6.95452, 7.016315, 7.295096
554, 6.957614, 7.012672, 7.297375
554.1, 6.955256, 7.016345, 7.298194
554.2, 6.955266, 7.016055, 7.29682
554.3, 6.952046, 7.0167, 7.296815
554.4, 6.955927, 7.013227, 7.295431
554.5, 6.956728, 7.017474, 7.29754
554.6, 6.953118, 7.01543, 7.296291
554.7, 6.956302, 7.021042, 7.297715
554.8, 6.954495, 7.017879, 7.295826
554.9, 6.955246, 7.018618, 7.29675
555, 6.956788, 7.014931, 7.294367
555.1, 6.955436, 7.01668, 7.297815
555.2, 6.95508, 7.0162, 7.295221
555.3, 6.955156, 7.016165, 7.297
555.4, 6.95491, 7.015495, 7.29815
555.5, 6.955471, 7.017729, 7.296121
555.6, 6.954299, 7.0154, 7.29795
555.7, 6.957339, 7.017089, 7.298045
555.8, 6.95501, 7.01603, 7.296156
555.9, 6.955045, 7.015545, 7.294896
556, 6.955135, 7.015765, 7.291993
556.1, 6.954004, 7.016954, 7.297625
556.2, 6.956272, 7.014251, 7.296795
556.3, 6.953428, 7.018588, 7.295956
556.4, 6.953413, 7.017699, 7.2975
556.5, 6.955972, 7.017829, 7.296126
556.6, 6.956773, 7.01596, 7.296326
556.7, 6.957769, 7.015955, 7.297
556.8, 6.955055, 7.013482, 7.296001
556.9, 6.953744, 7.014786, 7.29776
557, 6.95508, 7.017694, 7.297675
557.1, 6.957459, 7.018169, 7.296006
557.2, 6.953894, 7.017104, 7.29675
557.3, 6.956322, 7.019813, 7.29707
557.4, 6.957314, 7.01651, 7.296675
557.5, 6.956372, 7.017084, 7.298534
557.6, 6.955271, 7.016095, 7.298979
557.7, 6.956618, 7.01573, 7.296805
557.8, 6.95141, 7.016045, 7.295966
557.9, 6.954404, 7.015016, 7.298524
558, 6.957874, 7.017204, 7.2979
558.1, 6.957043, 7.015305, 7.294692
558.2, 6.953428, 7.01534, 7.296291
558.3, 6.953563, 7.017674, 7.296086
558.4, 6.956843, 7.01552, 7.296341
558.5, 6.956247, 7.01639, 7.29732
558.6, 6.956427, 7.018888, 7.296111
558.7, 6.953398, 7.01602, 7.293932
558.8, 6.953368, 7.019198, 7.290664
558.9, 6.951986, 7.014591, 7.293457
559, 6.955276, 7.017104, 7.293927
559.1, 6.955761, 7.017349, 7.290844
559.2, 6.956683, 7.016245, 7.291588
559.3, 6.956818, 7.018718, 7.292678
559.4, 6.956638, 7.017299, 7.291928
559.5, 6.953408, 7.01652, 7.292888
559.6, 6.954129, 7.017004, 7.293807
559.7, 6.956527, 7.018613, 7.291329
559.8, 6.955351, 7.017454, 7.290869
559.9, 6.953163, 7.01662, 7.293727
560, 6.952807, 7.01542, 7.292573
560.1, 6.949002, 7.017479, 7.292278
560.2, 6.956237, 7.01612, 7.291229
560.3, 6.953493, 7.015465, 7.291054
560.4, 6.94786, 7.01668, 7.293787
560.5, 6.950339, 7.01546, 7.292243
560.6, 6.955932, 7.019758, 7.295351
560.7, 6.955561, 7.013981, 7.293632
560.8, 6.957969, 7.012202, 7.293342
560.9, 6.952337, 7.014221, 7.292678
561, 6.952427, 7.017239, 7.292928
561.1, 6.952126, 7.014321, 7.290269
561.2, 6.948877, 7.014541, 7.294772
561.3, 6.952507, 7.015151, 7.292023
561.4, 6.953258, 7.011723, 7.291214
561.5, 6.953643, 7.014031, 7.292813
561.6, 6.952707, 7.011208, 7.290854
561.7, 6.953513, 7.01531, 7.29689
561.8, 6.95097, 7.012782, 7.293827
561.9, 6.94774, 7.013242, 7.293672
562, 6.95477, 7.018009, 7.293462
562.1, 6.955786, 7.011443, 7.290774
562.2, 6.950229, 7.008744, 7.292983
562.3, 6.950829, 7.012362, 7.291788
562.4, 6.948201, 7.011733, 7.289715
562.5, 6.950829, 7.009449, 7.291843
562.6, 6.951761, 7.014181, 7.292258
562.7, 6.949147, 7.012807, 7.291918
562.8, 6.95122, 7.012447, 7.293447
562.9, 6.952827, 7.011288, 7.292998
563, 6.949903, 7.012382, 7.293307
563.1, 6.950414, 7.011693, 7.293497
563.2, 6.948321, 7.014296, 7.292803
563.3, 6.95146, 7.013841, 7.293023
563.4, 6.947039, 7.011093, 7.293417
563.5, 6.95117, 7.009169, 7.292903
563.6, 6.950369, 7.009004, 7.291738
563.7, 6.949408, 7.010064, 7.292883
563.8, 6.949513, 7.011523, 7.292873
563.9, 6.949087, 7.013606, 7.294537
564, 6.955316, 7.011303, 7.292583
564.1, 6.950739, 7.010233, 7.291244
564.2, 6.949823, 7.009884, 7.293737
564.3, 6.949718, 7.009894, 7.293252
564.4, 6.946904, 7.010598, 7.290149
564.5, 6.952462, 7.011768, 7.294267
564.6, 6.949878, 7.013537, 7.292463
564.7, 6.952191, 7.010199, 7.291673
564.8, 6.950504, 7.010803, 7.290929
564.9, 6.950754, 7.010328, 7.291583
565, 6.947305, 7.013132, 7.291504
565.1, 6.95147, 7.006786, 7.291893
565.2, 6.949392, 7.010179, 7.292358
565.3, 6.949092, 7.012272, 7.293327
565.4, 6.951616, 7.013886, 7.293487
565.5, 6.952547, 7.011168, 7.292533
565.6, 6.949553, 7.009704, 7.294677
565.7, 6.950544, 7.011318, 7.291409
565.8, 6.948922, 7.013037, 7.292893
565.9, 6.948461, 7.011088, 7.2892
566, 6.949022, 7.013102, 7.293992
566.1, 6.949853, 7.012872, 7.293188
566.2, 6.952827, 7.012002, 7.292933
566.3, 6.951551, 7.014246, 7.292468
566.4, 6.951956, 7.011288, 7.292513
566.5, 6.950229, 7.012612, 7.295276
566.6, 6.952647, 7.011558, 7.290859
566.7, 6.952156, 7.011213, 7.294247
566.8, 6.950955, 7.011108, 7.290084
566.9, 6.947515, 7.011238, 7.291868
567, 6.949743, 7.012332, 7.293477
567.1, 6.950534, 7.011977, 7.294092
567.2, 6.949037, 7.011922, 7.293452
567.3, 6.947991, 7.011033, 7.293377
567.4, 6.952477, 7.010563, 7.292028
567.5, 6.949012, 7.009594, 7.292503
567.6, 6.951566, 7.012172, 7.291778
567.7, 6.949493, 7.012527, 7.291489
567.8, 6.951135, 7.012987, 7.294247
567.9, 6.948722, 7.011348, 7.293532
568, 6.951065, 7.010943, 7.292838
568.1, 6.949362, 7.011733, 7.292328
568.2, 6.950554, 7.011613, 7.290549
568.3, 6.949963, 7.010059, 7.291823
568.4, 6.948521, 7.011298, 7.293637
568.5, 6.950414, 7.012142, 7.290324
568.6, 6.950714, 7.010233, 7.291758
568.7, 6.950304, 7.010533, 7.292383
568.8, 6.950855, 7.012672, 7.291539
568.9, 6.946624, 7.010713, 7.291039
569, 6.947535, 7.008999, 7.293053
569.1, 6.953008, 7.014181, 7.293427
569.2, 6.949112, 7.00822, 7.294837
569.3, 6.951465, 7.010728, 7.290979
569.4, 6.947034, 7.012847, 7.291863
569.5, 6.947775, 7.012082, 7.292988
569.6, 6.946268, 7.014021, 7.292178
569.7, 6.949778, 7.010174, 7.292603
569.8, 6.949022, 7.011788, 7.293832
569.9, 6.950319, 7.010713, 7.291444
570, 6.949007, 7.011907, 7.291434
570.1, 6.950083, 7.009704, 7.291978
570.2, 6.954294, 7.009569, 7.291553
570.3, 6.948551, 7.012877, 7.292578
570.4, 6.948006, 7.011393, 7.292248
570.5, 6.951991, 7.010189, 7.292863
570.6, 6.950194, 7.010184, 7.289894
570.7, 6.948461, 7.009624, 7.293637
570.8, 6.951, 7.012057, 7.291399
570.9, 6.949533, 7.011188, 7.293063
571, 6.950314, 7.011668, 7.291374
571.1, 6.954064, 7.009474, 7.292238
571.2, 6.952832, 7.013691, 7.292898
571.3, 6.951761, 7.010074, 7.291384
571.4, 6.948982, 7.012732, 7.292783
571.5, 6.949963, 7.011283, 7.292278
571.6, 6.949438, 7.011268, 7.291409
571.7, 6.950594, 7.007755, 7.290919
571.8, 6.950819, 7.010308, 7.294337
571.9, 6.948872, 7.010164, 7.292083
572, 6.950544, 7.009199, 7.292653
572.1, 6.951505, 7.011558, 7.294362
572.2, 6.951886, 7.011078, 7.293163
572.3, 6.950394, 7.010673, 7.290324
572.4, 6.946594, 7.011878, 7.293113
572.5, 6.948822, 7.012352, 7.293242
572.6, 6.951831, 7.010204, 7.292353
572.7, 6.950804, 7.011942, 7.293522
572.8, 6.949152, 7.010343, 7.293382
572.9, 6.95088, 7.008714, 7.294911
573, 6.950819, 7.012692, 7.293113
573.1, 6.951025, 7.008884, 7.294192
573.2, 6.951275, 7.011083, 7.291094
573.3, 6.945352, 7.008799, 7.292648
573.4, 6.950729, 7.010154, 7.292648
573.5, 6.949538, 7.012417, 7.292553
573.6, 6.949643, 7.012602, 7.290539
573.7, 6.946579, 7.009349, 7.294537
573.8, 6.950609, 7.011233, 7.294317
573.9, 6.953393, 7.013786, 7.293617
574, 6.950364, 7.011208, 7.291568
574.1, 6.949848, 7.010768, 7.292863
574.2, 6.9512, 7.009869, 7.293078
574.3, 6.947014, 7.012097, 7.292718
574.4, 6.948336, 7.012367, 7.290359
574.5, 6.948742, 7.011198, 7.291429
574.6, 6.951315, 7.013367, 7.293337
574.7, 6.952111, 7.010908, 7.292013
574.8, 6.947425, 7.012447, 7.293073
574.9, 6.950038, 7.011283, 7.290079
575, 6.949312, 7.010653, 7.292068
575.1, 6.949983, 7.009834, 7.292133
575.2, 6.948571, 7.012077, 7.292123
575.3, 6.948136, 7.010623, 7.291623
575.4, 6.951781, 7.009894, 7.293817
575.5, 6.950749, 7.011708, 7.292023
575.6, 6.948486, 7.011748, 7.293048
575.7, 6.947169, 7.010603, 7.291369
575.8, 6.95108, 7.010838, 7.292448
575.9, 6.949142, 7.009699, 7.291958
576, 6.949563, 7.011258, 7.290779
576.1, 6.951145, 7.010019, 7.290969
576.2, 6.95126, 7.010204, 7.294082
576.3, 6.949893, 7.011883, 7.293577
576.4, 6.949573, 7.011488, 7.293992
576.5, 6.950845, 7.011873, 7.295106
576.6, 6.949573, 7.011902, 7.290399
576.7, 6.948341, 7.011073, 7.291878
576.8, 6.94727, 7.010523, 7.292878
576.9, 6.950719, 7.012877, 7.293537
577, 6.950564, 7.011373, 7.292538
577.1, 6.950058, 7.012437, 7.290844
577.2, 6.9513, 7.011453, 7.290414
577.3, 6.951375, 7.010548, 7.291329
577.4, 6.94729, 7.010858, 7.292748
577.5, 6.949973, 7.008749, 7.291214
577.6, 6.948942, 7.013387, 7.291509
577.7, 6.948411, 7.011343, 7.293607
577.8, 6.948041, 7.010393, 7.291164
577.9, 6.95134, 7.012647, 7.291688
578, 6.948611, 7.010408, 7.292913
578.1, 6.950244, 7.011158, 7.292203
578.2, 6.950719, 7.011003, 7.293732
578.3, 6.950274, 7.011428, 7.289455
578.4, 6.948416, 7.006431, 7.292063
578.5, 6.95154, 7.009349, 7.293247
578.6, 6.949773, 7.014791, 7.293817
578.7, 6.952667, 7.011718, 7.29681
578.8, 6.949713, 7.005117, 7.293832
578.9, 6.95125, 7.008784, 7.292743
579, 6.952046, 7.011393, 7.292423
579.1, 6.951135, 7.008719, 7.294961
579.2, 6.948722, 7.009179, 7.293183
579.3, 6.951465, 7.011133, 7.292158
579.4, 6.947966, 7.012477, 7.292013
579.5, 6.948006, 7.009899, 7.292963
579.6, 6.952627, 7.002883, 7.292248
579.7, 6.949548, 7.006911, 7.295146
579.8, 6.952942, 7.004842, 7.294517
579.9, 6.951706, 7.006396, 7.293532
580, 6.952337, 7.012447, 7.291698
580.1, 6.950574, 7.00828, 7.294002
580.2, 6.948506, 7.006871, 7.291713
580.3, 6.950058, 7.005991, 7.292433
580.4, 6.949843, 7.005456, 7.293867
580.5, 6.950579, 7.005906, 7.292758
580.6, 6.949993, 7.007355, 7.292908
580.7, 6.951435, 7.00763, 7.293607
580.8, 6.946544, 7.006386, 7.293417
580.9, 6.949753, 7.005521, 7.292238
581, 6.948096, 7.007905, 7.291019
581.1, 6.949658, 7.006011, 7.291499
581.2, 6.949873, 7.010064, 7.292888
581.3, 6.949002, 7.007565, 7.293148
581.4, 6.94776, 7.004767, 7.292233
581.5, 6.951971, 7.007695, 7.293402
581.6, 6.951736, 7.003917, 7.293472
581.7, 6.949728, 7.00806, 7.292383
581.8, 6.949297, 7.007105, 7.291968
581.9, 6.951385, 7.005741, 7.292228
582, 6.951005, 7.005267, 7.291009
582.1, 6.951581, 7.004407, 7.28977
582.2, 6.95146, 7.006581, 7.291913
582.3, 6.951495, 7.010258, 7.28983
582.4, 6.95137, 7.008989, 7.293237
582.5, 6.951435, 7.005291, 7.291039
582.6, 6.952337, 7.003742, 7.292428
582.7, 6.949172, 7.004932, 7.293003
582.8, 6.950644, 7.00795, 7.292813
582.9, 6.953028, 7.005841, 7.292308
583, 6.949733, 7.00854, 7.292353
583.1, 6.952056, 7.006821, 7.292663
583.2, 6.95106, 7.003593, 7.28967
583.3, 6.945187, 7.007205, 7.285877
583.4, 6.949608, 7.005556, 7.288515
583.5, 6.950269, 7.003598, 7.286981
583.6, 6.952342, 7.006146, 7.289989
583.7, 6.948126, 7.005207, 7.287306
583.8, 6.950078, 7.004087, 7.286931
583.9, 6.948396, 7.009409, 7.287461
584, 6.949372, 7.005391, 7.290204
584.1, 6.949408, 7.005102, 7.287316
584.2, 6.946539, 7.008, 7.287251
584.3, 6.951706, 7.0078, 7.287246
584.4, 6.951776, 7.005431, 7.284783
584.5, 6.949147, 7.005067, 7.287636
584.6, 6.949357, 7.004282, 7.286367
584.7, 6.950469, 7.003967, 7.287901
584.8, 6.95141, 7.006251, 7.287046
584.9, 6.952827, 7.006471, 7.287051
