T, M, MD, MT
458, 6.977687, 7.043179, 7.317223
458.1, 6.973101, 7.042014, 7.317988
458.2, 6.975919, 7.042729, 7.319137
458.3, 6.974743, 7.043319, 7.316913
458.4, 6.977857, 7.043968, 7.318517
458.5, 6.975489, 7.04158, 7.316608
458.6, 6.974938, 7.039706, 7.317093
458.7, 6.974893, 7.043094, 7.318977
458.8, 6.97642, 7.039326, 7.318997
458.9, 6.977276, 7.042854, 7.317798
459, 6.975399, 7.042929, 7.317073
459.1, 6.973671, 7.042774, 7.319637
459.2, 6.974447, 7.044028, 7.319227
459.3, 6.977787, 7.043383, 7.318262
459.4, 6.974302, 7.041315, 7.318942
459.5, 6.97296, 7.044523, 7.319162
459.6, 6.975489, 7.041525, 7.317573
459.7, 6.976706, 7.042704, 7.320376
459.8, 6.973226, 7.042509, 7.317538
459.9, 6.977001, 7.043763, 7.316683
460, 6.974517, 7.043114, 7.318442
460.1, 6.974012, 7.042844, 7.317513
460.2, 6.9729, 7.042979, 7.317893
460.3, 6.973121, 7.04152, 7.318357
460.4, 6.976075, 7.040955, 7.317478
460.5, 6.977156, 7.042844, 7.320941
460.6, 6.975193, 7.04084, 7.318647
460.7, 6.973351, 7.043783, 7.319197
460.8, 6.972665, 7.045102, 7.318797
460.9, 6.975168, 7.044068, 7.319192
461, 6.970622, 7.042954, 7.318532
461.1, 6.973842, 7.04119, 7.318023
461.2, 6.977582, 7.041979, 7.319112
461.3, 6.97616, 7.045552, 7.317223
461.4, 6.975053, 7.04104, 7.319322
461.5, 6.977517, 7.043793, 7.319312
461.6, 6.973446, 7.04163, 7.318357
461.7, 6.974903, 7.042859, 7.318822
461.8, 6.977487, 7.044253, 7.318727
461.9, 6.978198, 7.044453, 7.317753
462, 6.974002, 7.043923, 7.316943
462.1, 6.975944, 7.04105, 7.317593
462.2, 6.975048, 7.044693, 7.318107
462.3, 6.976836, 7.044723, 7.318692
462.4, 6.977922, 7.045292, 7.316284
462.5, 6.976515, 7.042644, 7.318987
462.6, 6.974497, 7.042459, 7.318972
462.7, 6.9729, 7.043214, 7.317998
462.8, 6.972309, 7.042849, 7.316054
462.9, 6.975759, 7.04122, 7.318352
463, 6.973796, 7.043863, 7.315289
463.1, 6.974262, 7.042899, 7.316823
463.2, 6.973156, 7.04107, 7.317508
463.3, 6.975544, 7.041275, 7.318717
463.4, 6.975614, 7.043184, 7.316848
463.5, 6.975919, 7.044478, 7.318822
463.6, 6.974037, 7.045472, 7.312501
463.7, 6.978353, 7.044138, 7.314764
463.8, 6.973907, 7.044788, 7.316423
463.9, 6.97666, 7.042034, 7.313165
464, 6.97601, 7.045162, 7.316139
464.1, 6.975434, 7.042934, 7.319137
464.2, 6.973852, 7.041744, 7.315149
464.3, 6.975274, 7.043703, 7.316618
464.4, 6.971794, 7.04166, 7.31394
464.5, 6.976841, 7.042204, 7.310822
464.6, 6.973091, 7.038766, 7.316563
464.7, 6.977186, 7.044133, 7.313145
464.8, 6.972955, 7.04048, 7.314365
464.9, 6.976285, 7.046592, 7.314005
465, 6.975709, 7.044058, 7.312741
465.1, 6.973877, 7.043933, 7.312001
465.2, 6.973912, 7.0408, 7.31342
465.3, 6.975514, 7.045827, 7.310667
465.4, 6.977937, 7.045832, 7.314675
465.5, 6.976505, 7.043119, 7.312841
465.6, 6.97644, 7.041824, 7.312301
465.7, 6.9725, 7.043039, 7.310802
465.8, 6.973181, 7.037927, 7.313006
465.9, 6.974558, 7.043019, 7.313465
466, 6.973887, 7.04129, 7.311506
466.1, 6.973111, 7.042379, 7.312676
466.2, 6.974743, 7.040705, 7.316378
466.3, 6.975208, 7.043633, 7.312916
466.4, 6.975689, 7.042134, 7.31419
466.5, 6.975739, 7.041849, 7.312366
466.6, 6.975384, 7.039406, 7.310247
466.7, 6.973977, 7.042199, 7.312436
466.8, 6.970327, 7.036258, 7.313805
466.9, 6.97664, 7.036193, 7.311416
467, 6.974898, 7.035253, 7.313425
467.1, 6.974392, 7.036348, 7.311596
467.2, 6.974928, 7.036792, 7.311032
467.3, 6.974447, 7.040535, 7.313185
467.4, 6.974568, 7.035568, 7.312451
467.5, 6.974477, 7.037732, 7.312016
467.6, 6.972715, 7.037167, 7.311272
467.7, 6.976716, 7.039921, 7.313645
467.8, 6.973271, 7.039731, 7.311826
467.9, 6.97306, 7.035288, 7.311561
468, 6.974447, 7.038611, 7.312151
468.1, 6.977211, 7.036078, 7.312736
468.2, 6.975539, 7.036852, 7.311501
468.3, 6.975844, 7.039016, 7.313475
468.4, 6.974247, 7.035438, 7.311956
468.5, 6.976035, 7.04087, 7.31333
468.6, 6.973867, 7.039336, 7.312136
468.7, 6.975123, 7.038531, 7.312521
468.8, 6.971573, 7.039501, 7.31452
468.9, 6.973196, 7.039781, 7.311826
469, 6.97302, 7.039091, 7.311851
469.1, 6.977091, 7.038796, 7.314105
469.2, 6.974678, 7.04028, 7.312661
469.3, 6.975524, 7.038686, 7.31334
469.4, 6.976796, 7.039711, 7.313125
469.5, 6.971353, 7.036268, 7.313046
469.6, 6.975193, 7.038167, 7.313195
469.7, 6.975489, 7.037197, 7.312691
469.8, 6.974237, 7.035848, 7.312901
469.9, 6.977211, 7.037842, 7.31316
470, 6.973791, 7.037642, 7.31335
470.1, 6.973686, 7.037292, 7.312796
470.2, 6.973616, 7.036663, 7.313145
470.3, 6.972254, 7.037312, 7.313175
470.4, 6.976, 7.038411, 7.312946
470.5, 6.974122, 7.037602, 7.31308
470.6, 6.97598, 7.036703, 7.312666
470.7, 6.97302, 7.037867, 7.312396
470.8, 6.977547, 7.036333, 7.313335
470.9, 6.97638, 7.036318, 7.31329
471, 6.976045, 7.036653, 7.313555
471.1, 6.977001, 7.034734, 7.312001
471.2, 6.976325, 7.036807, 7.315229
471.3, 6.9764, 7.038207, 7.311526
471.4, 6.973226, 7.037467, 7.311232
471.5, 6.974082, 7.037617, 7.31411
471.6, 6.979189, 7.037937, 7.3137
471.7, 6.977131, 7.037832, 7.310537
471.8, 6.975499, 7.038127, 7.311901
471.9, 6.974558, 7.036173, 7.311471
472, 6.976991, 7.036238, 7.313255
472.1, 6.975724, 7.038966, 7.313355
472.2, 6.977852, 7.039131, 7.311856
472.3, 6.973025, 7.036643, 7.311132
472.4, 6.975419, 7.036992, 7.310527
472.5, 6.973656, 7.036643, 7.311287
472.6, 6.973556, 7.039301, 7.312536
472.7, 6.977982, 7.037172, 7.312856
472.8, 6.973476, 7.036553, 7.314025
472.9, 6.975804, 7.038117, 7.312481
473, 6.97605, 7.035009, 7.310117
473.1, 6.976645, 7.039046, 7.31387
473.2, 6.974252, 7.037412, 7.311461
473.3, 6.97613, 7.036698, 7.313515
473.4, 6.976766, 7.036902, 7.31361
473.5, 6.976495, 7.038886, 7.309553
473.6, 6.976215, 7.038911, 7.311486
473.7, 6.978052, 7.037462, 7.310717
473.8, 6.974913, 7.037687, 7.312821
473.9, 6.977607, 7.037012, 7.312646
474, 6.97597, 7.037412, 7.312871
474.1, 6.975274, 7.040835, 7.313745
474.2, 6.97647, 7.036827, 7.31306
474.3, 6.974748, 7.037362, 7.313355
474.4, 6.975619, 7.035788, 7.31334
474.5, 6.975213, 7.037517, 7.312796
474.6, 6.974397, 7.035938, 7.312136
474.7, 6.975153, 7.039671, 7.312021
474.8, 6.976696, 7.037967, 7.310917
474.9, 6.975629, 7.035473, 7.31328
475, 6.974623, 7.039161, 7.311641
475.1, 6.977657, 7.041075, 7.312476
475.2, 6.977922, 7.038052, 7.31325
475.3, 6.974883, 7.037622, 7.311531
475.4, 6.97622, 7.039271, 7.311197
475.5, 6.972344, 7.038906, 7.311471
475.6, 6.973126, 7.038591, 7.310007
475.7, 6.974037, 7.039066, 7.312181
475.8, 6.97632, 7.036373, 7.31393
475.9, 6.976365, 7.037137, 7.312571
476, 6.97608, 7.037872, 7.312871
476.1, 6.973922, 7.036563, 7.312901
476.2, 6.974237, 7.035793, 7.3142
476.3, 6.973661, 7.037092, 7.31426
476.4, 6.975479, 7.038796, 7.313285
476.5, 6.975349, 7.037967, 7.312766
476.6, 6.973681, 7.038112, 7.315189
476.7, 6.97603, 7.038956, 7.3145
476.8, 6.976395, 7.034294, 7.312226
476.9, 6.973706, 7.036453, 7.312891
477, 6.9762, 7.038851, 7.313955
477.1, 6.974628, 7.037277, 7.313785
477.2, 6.975218, 7.04005, 7.313145
477.3, 6.975354, 7.038027, 7.31371
477.4, 6.975549, 7.037892, 7.31351
477.5, 6.977131, 7.037857, 7.313995
477.6, 6.974953, 7.039411, 7.315169
477.7, 6.973922, 7.038192, 7.310472
477.8, 6.974883, 7.035518, 7.312701
477.9, 6.975479, 7.037727, 7.31331
478, 6.974778, 7.038022, 7.311771
478.1, 6.977076, 7.04016, 7.312446
478.2, 6.973411, 7.040415, 7.310817
478.3, 6.973005, 7.038831, 7.311851
478.4, 6.975674, 7.035068, 7.310452
478.5, 6.972024, 7.039671, 7.312446
478.6, 6.977477, 7.038656, 7.312986
478.7, 6.974653, 7.037187, 7.31372
478.8, 6.974833, 7.038252, 7.311556
478.9, 6.977877, 7.038876, 7.31316
479, 6.971133, 7.038192, 7.31425
479.1, 6.969696, 7.037857, 7.312656
479.2, 6.970782, 7.038911, 7.310367
479.3, 6.969936, 7.037327, 7.310692
479.4, 6.968379, 7.039776, 7.31334
479.5, 6.970672, 7.037282, 7.312726
479.6, 6.966737, 7.035593, 7.312976
479.7, 6.96923, 7.037957, 7.311282
479.8, 6.966496, 7.036278, 7.315144
479.9, 6.97286, 7.037182, 7.311292
480, 6.971333, 7.036912, 7.313115
480.1, 6.969445, 7.034714, 7.312636
480.2, 6.9725, 7.038486, 7.31325
480.3, 6.969836, 7.036872, 7.312586
480.4, 6.969646, 7.037102, 7.31382
480.5, 6.96919, 7.039196, 7.313815
480.6, 6.970467, 7.04029, 7.3132
480.7, 6.970467, 7.038866, 7.311456
480.8, 6.9689, 7.036408, 7.312096
480.9, 6.967733, 7.038956, 7.312296
481, 6.970347, 7.039841, 7.311416
481.1, 6.969991, 7.035803, 7.313415
481.2, 6.969165, 7.039616, 7.31414
481.3, 6.969385, 7.035253, 7.312001
481.4, 6.971754, 7.039261, 7.312681
481.5, 6.968394, 7.037497, 7.311277
481.6, 6.971013, 7.036742, 7.311666
481.7, 6.971603, 7.037257, 7.312526
481.8, 6.969911, 7.036548, 7.310922
481.9, 6.969531, 7.036498, 7.310517
482, 6.968259, 7.036538, 7.313675
482.1, 6.969946, 7.041095, 7.310802
482.2, 6.970101, 7.039466, 7.311217
482.3, 6.968374, 7.037567, 7.310912
482.4, 6.970757, 7.036358, 7.314295
482.5, 6.973091, 7.037517, 7.314345
482.6, 6.968329, 7.039161, 7.314939
482.7, 6.973661, 7.035483, 7.312221
482.8, 6.971453, 7.037742, 7.313555
482.9, 6.970317, 7.035898, 7.312981
483, 6.973045, 7.037672, 7.31338
483.1, 6.967443, 7.036088, 7.312351
483.2, 6.970091, 7.037142, 7.311372
483.3, 6.972279, 7.035058, 7.314984
483.4, 6.96913, 7.036767, 7.312961
483.5, 6.970672, 7.035029, 7.314585
483.6, 6.969946, 7.036658, 7.31405
483.7, 6.968344, 7.036992, 7.31395
483.8, 6.970517, 7.041025, 7.312356
483.9, 6.968374, 7.039241, 7.312576
484, 6.970091, 7.038636, 7.312421
484.1, 6.970347, 7.038287, 7.312806
484.2, 6.967122, 7.039266, 7.312981
484.3, 6.968689, 7.034704, 7.312761
484.4, 6.967813, 7.035428, 7.311247
484.5, 6.968569, 7.036747, 7.312626
484.6, 6.970206, 7.04016, 7.31325
484.7, 6.969045, 7.038506, 7.311751
484.8, 6.971263, 7.037437, 7.311876
484.9, 6.968169, 7.038631, 7.314105
485, 6.970472, 7.040995, 7.313415
485.1, 6.972515, 7.038656, 7.311896
485.2, 6.971654, 7.038726, 7.311856
485.3, 6.971048, 7.036937, 7.314365
485.4, 6.968069, 7.037597, 7.312486
485.5, 6.97259, 7.036308, 7.312806
485.6, 6.969045, 7.038217, 7.312036
485.7, 6.970387, 7.037967, 7.312261
485.8, 6.96912, 7.037577, 7.31334
485.9, 6.971633, 7.037522, 7.31387
486, 6.971679, 7.04046, 7.311506
486.1, 6.969696, 7.036453, 7.311491
486.2, 6.972455, 7.038247, 7.313875
486.3, 6.969936, 7.036293, 7.312171
486.4, 6.971218, 7.035603, 7.312621
486.5, 6.970612, 7.040295, 7.313935
486.6, 6.970272, 7.035353, 7.31332
486.7, 6.971093, 7.038147, 7.312811
486.8, 6.969135, 7.037182, 7.31335
486.9, 6.969871, 7.037787, 7.311761
487, 6.968549, 7.036438, 7.312771
487.1, 6.970772, 7.036877, 7.312611
487.2, 6.970497, 7.037297, 7.310752
487.3, 6.971303, 7.038391, 7.31344
487.4, 6.969531, 7.037627, 7.310417
487.5, 6.967463, 7.036128, 7.310142
487.6, 6.97262, 7.039821, 7.308713
487.7, 6.968419, 7.037477, 7.312176
487.8, 6.969676, 7.038207, 7.309368
487.9, 6.967062, 7.036987, 7.310692
488, 6.968379, 7.037972, 7.308004
488.1, 6.968524, 7.038381, 7.306884
488.2, 6.972144, 7.035833, 7.306929
488.3, 6.967653, 7.036757, 7.309093
488.4, 6.967257, 7.035538, 7.30579
488.5, 6.96913, 7.0403, 7.308024
488.6, 6.966652, 7.037237, 7.307859
488.7, 6.970211, 7.037212, 7.310132
488.8, 6.967618, 7.037842, 7.308613
488.9, 6.971048, 7.036098, 7.30577
489, 6.96912, 7.04028, 7.307494
489.1, 6.969546, 7.038946, 7.304161
489.2, 6.970948, 7.038591, 7.308603
489.3, 6.969065, 7.033954, 7.305935
489.4, 6.969175, 7.035743, 7.306295
489.5, 6.967067, 7.039441, 7.308543
489.6, 6.966657, 7.038536, 7.308403
489.7, 6.963958, 7.037497, 7.304701
489.8, 6.964984, 7.038012, 7.30583
489.9, 6.967067, 7.037987, 7.308578
490, 6.966196, 7.034884, 7.306115
490.1, 6.962511, 7.039551, 7.305845
490.2, 6.963527, 7.038307, 7.30508
490.3, 6.966146, 7.034919, 7.306769
490.4, 6.967783, 7.036343, 7.304431
490.5, 6.966411, 7.035208, 7.306085
490.6, 6.963447, 7.036618, 7.307104
490.7, 6.964804, 7.037452, 7.307779
490.8, 6.964118, 7.037927, 7.307384
490.9, 6.967493, 7.038866, 7.306839
491, 6.962546, 7.037567, 7.306789
491.1, 6.963607, 7.040725, 7.308563
491.2, 6.963878, 7.035823, 7.307559
491.3, 6.966271, 7.035338, 7.307234
491.4, 6.963803, 7.039491, 7.308128
491.5, 6.963182, 7.036747, 7.306494
491.6, 6.964053, 7.039521, 7.307979
491.7, 6.963152, 7.042804, 7.308718
491.8, 6.964088, 7.037597, 7.30581
491.9, 6.966311, 7.038451, 7.306395
492, 6.964609, 7.039896, 7.306415
492.1, 6.962265, 7.038177, 7.307884
492.2, 6.964879, 7.035693, 7.306859
492.3, 6.965034, 7.037772, 7.309138
492.4, 6.965195, 7.039691, 7.306105
492.5, 6.964974, 7.037442, 7.306729
492.6, 6.966712, 7.037392, 7.309638
492.7, 6.965455, 7.038851, 7.307474
492.8, 6.964363, 7.038691, 7.306924
492.9, 6.963823, 7.035938, 7.308044
493, 6.964373, 7.038267, 7.307619
493.1, 6.961655, 7.036742, 7.307114
493.2, 6.964964, 7.037497, 7.306879
493.3, 6.964739, 7.038052, 7.307649
493.4, 6.966551, 7.034304, 7.309193
493.5, 6.965114, 7.03218, 7.307404
493.6, 6.961259, 7.034204, 7.30622
493.7, 6.962326, 7.031646, 7.308173
493.8, 6.963367, 7.031041, 7.305785
493.9, 6.965605, 7.032535, 7.307384
494, 6.967463, 7.03279, 7.307984
494.1, 6.963552, 7.03212, 7.30574
494.2, 6.96527, 7.03317, 7.308208
494.3, 6.964919, 7.034689, 7.307979
494.4, 6.964208, 7.031636, 7.306909
494.5, 6.963382, 7.032725, 7.307469
494.6, 6.966356, 7.031606, 7.306829
494.7, 6.965715, 7.035163, 7.30555
494.8, 6.964844, 7.033414, 7.307419
494.9, 6.963752, 7.031621, 7.306055
495, 6.963652, 7.031411, 7.307449
495.1, 6.965685, 7.033644, 7.307449
495.2, 6.966021, 7.030386, 7.30617
495.3, 6.963672, 7.031795, 7.306879
495.4, 6.964113, 7.031211, 7.311666
495.5, 6.964729, 7.032485, 7.308668
495.6, 6.967112, 7.03267, 7.306539
495.7, 6.966041, 7.03208, 7.308993
495.8, 6.964463, 7.033424, 7.305695
495.9, 6.963402, 7.031021, 7.307324
496, 6.96583, 7.031006, 7.3063
496.1, 6.965905, 7.033539, 7.304925
496.2, 6.963622, 7.031566, 7.309208
496.3, 6.966166, 7.029512, 7.305695
496.4, 6.966732, 7.036063, 7.307454
496.5, 6.964448, 7.03232, 7.307914
496.6, 6.964864, 7.032595, 7.307294
496.7, 6.966201, 7.030771, 7.307029
496.8, 6.964233, 7.03332, 7.307314
496.9, 6.964213, 7.034639, 7.307014
497, 6.960703, 7.031636, 7.307474
497.1, 6.965034, 7.032345, 7.307764
497.2, 6.96572, 7.030831, 7.308988
497.3, 6.965069, 7.033025, 7.308893
497.4, 6.963072, 7.031306, 7.308978
497.5, 6.964704, 7.035223, 7.306734
497.6, 6.964964, 7.031481, 7.305575
497.7, 6.965215, 7.033769, 7.307999
497.8, 6.96588, 7.031561, 7.307844
497.9, 6.963037, 7.034544, 7.30617
498, 6.965089, 7.030951, 7.308074
498.1, 6.963843, 7.034174, 7.30596
498.2, 6.965014, 7.033864, 7.308363
498.3, 6.963407, 7.031411, 7.306974
498.4, 6.966556, 7.031491, 7.30632
498.5, 6.967122, 7.030486, 7.305815
498.6, 6.966927, 7.034479, 7.30557
498.7, 6.967773, 7.031311, 7.308743
498.8, 6.963687, 7.030501, 7.307189
498.9, 6.962771, 7.035278, 7.305345
499, 6.966471, 7.031431, 7.306225
499.1, 6.965555, 7.034734, 7.307504
499.2, 6.963758, 7.033884, 7.307929
499.3, 6.964078, 7.035483, 7.306365
499.4, 6.96903, 7.034679, 7.308543
499.5, 6.963858, 7.031736, 7.307524
499.6, 6.966727, 7.031661, 7.309248
499.7, 6.96203, 7.03331, 7.308034
499.8, 6.966932, 7.032785, 7.307929
499.9, 6.964619, 7.034444, 7.307764
500, 6.965905, 7.033789, 7.306884
500.1, 6.964619, 7.03337, 7.307914
500.2, 6.965855, 7.033674, 7.30634
500.3, 6.966156, 7.032465, 7.306769
500.4, 6.963447, 7.029922, 7.308343
500.5, 6.967558, 7.034429, 7.308493
500.6, 6.96928, 7.034129, 7.308318
500.7, 6.966611, 7.03335, 7.308303
500.8, 6.966386, 7.031226, 7.307624
500.9, 6.964694, 7.033894, 7.308748
501, 6.966642, 7.032245, 7.308858
501.1, 6.965825, 7.032145, 7.30525
501.2, 6.967232, 7.031576, 7.308698
501.3, 6.960593, 7.031546, 7.305725
501.4, 6.967468, 7.031376, 7.307689
501.5, 6.9653, 7.033904, 7.30547
501.6, 6.9654, 7.033165, 7.308408
501.7, 6.964448, 7.032115, 7.307554
501.8, 6.964228, 7.0333, 7.305865
501.9, 6.966426, 7.032405, 7.305885
502, 6.963828, 7.03287, 7.307194
502.1, 6.968379, 7.03221, 7.308978
502.2, 6.963948, 7.034664, 7.307754
502.3, 6.966021, 7.03253, 7.309483
502.4, 6.964113, 7.03256, 7.309523
502.5, 6.965745, 7.033954, 7.307029
502.6, 6.963928, 7.03243, 7.305925
502.7, 6.963602, 7.032215, 7.306879
502.8, 6.963182, 7.034539, 7.308563
502.9, 6.96532, 7.028892, 7.308084
503, 6.963833, 7.029687, 7.30627
503.1, 6.962666, 7.03218, 7.30564
503.2, 6.962751, 7.03242, 7.307959
503.3, 6.966251, 7.035463, 7.305575
503.4, 6.962531, 7.034359, 7.307959
503.5, 6.967568, 7.033479, 7.307729
503.6, 6.964468, 7.033829, 7.3059
503.7, 6.966036, 7.033844, 7.308443
503.8, 6.96521, 7.033225, 7.306704
503.9, 6.96584, 7.030916, 7.309233
504, 6.964554, 7.033105, 7.307784
504.1, 6.965335, 7.033245, 7.306764
504.2, 6.964619, 7.03281, 7.3064
504.3, 6.962716, 7.031656, 7.307629
504.4, 6.966546, 7.034099, 7.306469
504.5, 6.961409, 7.031391, 7.306784
504.6, 6.967583, 7.032645, 7.307939
504.7, 6.966586, 7.034624, 7.306639
504.8, 6.966036, 7.03316, 7.305815
504.9, 6.963247, 7.034379, 7.307689
505, 6.96231, 7.032915, 7.308628
505.1, 6.968214, 7.036947, 7.308363
505.2, 6.963993, 7.032765, 7.307584
505.3, 6.963347, 7.032955, 7.306739
505.4, 6.966847, 7.033769, 7.310807
505.5, 6.963742, 7.03263, 7.308863
505.6, 6.965615, 7.034409, 7.306549
505.7, 6.965795, 7.03275, 7.307714
505.8, 6.965119, 7.030931, 7.306989
505.9, 6.963848, 7.033544, 7.307249
506, 6.965735, 7.032195, 7.30609
506.1, 6.966226, 7.032685, 7.307194
506.2, 6.964609, 7.030491, 7.308818
506.3, 6.964468, 7.036812, 7.307299
506.4, 6.968099, 7.031995, 7.308273
506.5, 6.961905, 7.034599, 7.309113
506.6, 6.966601, 7.034724, 7.306749
506.7, 6.968289, 7.034234, 7.307624
506.8, 6.965415, 7.03318, 7.307739
506.9, 6.964624, 7.034119, 7.306829
507, 6.96559, 7.03201, 7.306165
507.1, 6.967077, 7.03308, 7.309618
507.2, 6.967232, 7.031955, 7.306629
507.3, 6.963818, 7.038157, 7.302882
507.4, 6.965745, 7.031726, 7.307989
507.5, 6.963412, 7.033864, 7.30605
507.6, 6.967002, 7.029767, 7.309683
507.7, 6.968038, 7.032605, 7.309158
507.8, 6.964959, 7.034974, 7.306659
507.9, 6.964278, 7.031361, 7.309363
508, 6.964664, 7.03289, 7.306584
508.1, 6.966847, 7.030786, 7.306904
508.2, 6.963878, 7.030281, 7.30529
508.3, 6.965986, 7.03225, 7.304446
508.4, 6.964018, 7.033889, 7.303087
508.5, 6.963242, 7.033345, 7.306819
508.6, 6.963187, 7.035638, 7.303731
508.7, 6.964103, 7.033275, 7.299404
508.8, 6.96556, 7.032625, 7.304176
508.9, 6.967137, 7.034509, 7.30531
509, 6.967132, 7.03224, 7.303896
509.1, 6.967227, 7.034494, 7.303561
509.2, 6.963983, 7.030251, 7.304261
509.3, 6.959577, 7.028083, 7.301877
509.4, 6.96577, 7.030101, 7.302547
509.5, 6.965996, 7.032575, 7.302217
509.6, 6.962386, 7.036018, 7.300238
509.7, 6.961635, 7.034004, 7.302187
509.8, 6.963732, 7.031286, 7.299624
509.9, 6.963417, 7.033579, 7.300558
510, 6.963137, 7.031726, 7.302652
510.1, 6.964428, 7.028408, 7.301388
510.2, 6.96525, 7.030886, 7.300953
510.3, 6.965139, 7.032185, 7.303451
510.4, 6.963647, 7.028457, 7.302237
510.5, 6.966892, 7.030181, 7.302072
510.6, 6.964063, 7.028997, 7.30509
510.7, 6.965179, 7.026409, 7.300898
510.8, 6.963838, 7.028622, 7.301308
510.9, 6.966191, 7.032085, 7.301617
511, 6.963823, 7.030781, 7.303631
511.1, 6.963337, 7.027233, 7.301552
511.2, 6.963432, 7.028063, 7.302712
511.3, 6.965074, 7.027763, 7.299819
511.4, 6.964524, 7.025449, 7.300448
511.5, 6.9653, 7.025219, 7.301867
511.6, 6.96527, 7.028602, 7.302067
511.7, 6.963262, 7.027898, 7.302677
511.8, 6.96535, 7.027433, 7.301617
511.9, 6.964123, 7.025599, 7.303316
512, 6.966086, 7.025129, 7.300923
512.1, 6.966812, 7.028637, 7.303341
512.2, 6.962045, 7.026464, 7.302792
512.3, 6.965675, 7.025874, 7.304431
512.4, 6.965615, 7.029017, 7.302237
512.5, 6.963322, 7.027098, 7.303181
512.6, 6.967077, 7.029537, 7.300458
512.7, 6.962376, 7.027863, 7.300188
512.8, 6.962886, 7.028183, 7.304011
512.9, 6.963142, 7.029262, 7.303211
513, 6.964914, 7.028957, 7.302432
513.1, 6.959497, 7.026604, 7.302332
513.2, 6.965395, 7.024845, 7.302432
513.3, 6.964959, 7.027828, 7.300088
513.4, 6.961529, 7.030996, 7.304386
513.5, 6.962295, 7.026928, 7.302737
513.6, 6.959637, 7.024825, 7.302837
513.7, 6.959507, 7.026863, 7.302562
513.8, 6.958245, 7.026774, 7.301353
513.9, 6.961404, 7.027883, 7.300943
514, 6.961179, 7.028123, 7.300863
514.1, 6.961589, 7.025909, 7.303736
514.2, 6.960523, 7.027613, 7.300313
514.3, 6.964644, 7.025674, 7.303931
514.4, 6.957319, 7.028682, 7.300403
514.5, 6.96204, 7.028303, 7.299599
514.6, 6.958881, 7.027328, 7.304456
514.7, 6.957819, 7.025874, 7.302412
514.8, 6.959136, 7.026803, 7.302912
514.9, 6.957904, 7.028847, 7.302302
515, 6.960072, 7.028023, 7.303491
515.1, 6.962015, 7.027203, 7.30508
515.2, 6.96176, 7.026019, 7.302987
515.3, 6.960543, 7.026539, 7.301772
515.4, 6.959071, 7.025469, 7.301073
515.5, 6.960288, 7.030146, 7.302712
515.6, 6.962791, 7.029507, 7.302977
515.7, 6.961259, 7.027683, 7.303196
515.8, 6.9619, 7.030166, 7.303082
515.9, 6.958866, 7.029917, 7.304226
516, 6.959041, 7.026504, 7.304286
516.1, 6.962581, 7.026744, 7.301358
516.2, 6.964438, 7.029127, 7.303206
516.3, 6.959837, 7.027063, 7.302317
516.4, 6.960168, 7.027383, 7.300193
516.5, 6.959632, 7.027383, 7.300848
516.6, 6.960833, 7.030136, 7.300778
516.7, 6.959742, 7.026908, 7.303341
516.8, 6.959532, 7.026993, 7.303411
516.9, 6.962065, 7.028153, 7.304191
517, 6.961409, 7.025469, 7.300013
517.1, 6.959897, 7.026579, 7.301787
517.2, 6.958675, 7.028023, 7.299529
517.3, 6.959517, 7.025734, 7.300608
517.4, 6.96162, 7.027273, 7.302647
517.5, 6.959532, 7.026564, 7.300373
517.6, 6.958906, 7.027123, 7.302682
517.7, 6.959301, 7.027993, 7.303311
517.8, 6.962501, 7.025914, 7.301058
517.9, 6.96226, 7.025534, 7.299699
518, 6.962576, 7.025, 7.300033
518.1, 6.959722, 7.02498, 7.302562
518.2, 6.95834, 7.029257, 7.303881
518.3, 6.958185, 7.026714, 7.302257
518.4, 6.960188, 7.027293, 7.300913
518.5, 6.961134, 7.026694, 7.302717
518.6, 6.961544, 7.025859, 7.301697
518.7, 6.958075, 7.025959, 7.301298
518.8, 6.961399, 7.027273, 7.302537
518.9, 6.959171, 7.025319, 7.303316
519, 6.963447, 7.028992, 7.301647
519.1, 6.960122, 7.027658, 7.303166
519.2, 6.962971, 7.027358, 7.300633
519.3, 6.961349, 7.027663, 7.302082
519.4, 6.96162, 7.027713, 7.301148
519.5, 6.960483, 7.025574, 7.304206
519.6, 6.960393, 7.027203, 7.303581
519.7, 6.962401, 7.027653, 7.301652
519.8, 6.962671, 7.025374, 7.302482
519.9, 6.962986, 7.025259, 7.302332
520, 6.961995, 7.029537, 7.303226
520.1, 6.960513, 7.026499, 7.302217
520.2, 6.96212, 7.029642, 7.303586
520.3, 6.962611, 7.027958, 7.304666
520.4, 6.962916, 7.029572, 7.301363
520.5, 6.961569, 7.026534, 7.303461
520.6, 6.959717, 7.029277, 7.301662
520.7, 6.961459, 7.027518, 7.303356
520.8, 6.962315, 7.028213, 7.30502
520.9, 6.962, 7.026054, 7.303701
521, 6.963818, 7.027823, 7.304026
521.1, 6.961905, 7.028428, 7.302867
521.2, 6.962351, 7.029187, 7.301592
521.3, 6.961199, 7.028188, 7.300948
521.4, 6.959827, 7.029052, 7.305505
521.5, 6.963482, 7.025229, 7.302527
521.6, 6.959782, 7.027543, 7.304471
521.7, 6.957454, 7.026818, 7.300438
521.8, 6.961099, 7.027543, 7.301942
521.9, 6.958325, 7.026853, 7.302687
522, 6.963097, 7.025694, 7.302002
